timestamp,agent_id,x,y,yaw,encoder,v2v_count,ranges_181
1771051994.9549513,1,0.5897256135940552,0.8326168656349182,-5.969438552856445,1499,0,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 0.36546650528907776, 0.36546650528907776, 0.35328999161720276, 0.35328999161720276, 0.35346150398254395, 0.35346150398254395, 0.340256005525589, 0.340256005525589, 0.340256005525589, 0.340256005525589, 0.340256005525589, 0.340256005525589, 0.340256005525589, 0.340256005525589, 0.3404275178909302, 0.3404275178909302, 0.340256005525589, 0.340256005525589, 0.3404275178909302, 0.3404275178909302, 0.340256005525589, 0.340256005525589, 0.3404275178909302, 0.3404275178909302, 0.3404275178909302, 0.3404275178909302, 0.3404275178909302, 0.3404275178909302, 0.340256005525589, 0.340256005525589, 0.340256005525589, 0.340256005525589, 0.340256005525589, 0.340256005525589, 0.340256005525589, 0.340256005525589, 0.340256005525589, 0.340256005525589, 0.3404275178909302, 0.3404275178909302, 0.340256005525589, 0.340256005525589, 0.3404275178909302, 0.3404275178909302, 0.35328999161720276, 0.35328999161720276, 0.35328999161720276, 0.35328999161720276, 0.35346150398254395, 0.35346150398254395, 0.35328999161720276, 0.35328999161720276, 0.36992549896240234, 0.36992549896240234, 0.3745560050010681, 0.3745560050010681, 0.42309051752090454, 0.42309051752090454, 0.42309051752090454, 0.42309051752090454, 0.42309051752090454, 0.42309051752090454, 0.42309051752090454, 0.42309051752090454, 0.42309051752090454, 0.42309051752090454, 0.4275495111942291, 0.4275495111942291, 0.4277209937572479, 0.4277209937572479, 0.4277209937572479, 0.4277209937572479, 0.44178399443626404, 0.44178399443626404, 0.44161251187324524, 0.44161251187324524, 0.44178399443626404, 0.44178399443626404, 0.44161251187324524, 0.44161251187324524, 0.4717964828014374, 0.4717964828014374, 0.4717964828014374, 0.4717964828014374, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
1771052036.314475,1,4.237688064575195,6.294220924377441,0.9819204211235046,2117,0,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 0.22706599533557892, 0.22706599533557892, 0.22706599533557892, 0.22706599533557892, 0.22689449787139893, 0.22689449787139893, 0.22706599533557892, 0.22706599533557892, 0.22689449787139893, 0.22689449787139893, 0.22706599533557892, 0.22706599533557892, 0.2356410026550293, 0.2356410026550293, 0.2358124852180481, 0.2358124852180481, 0.2356410026550293, 0.2356410026550293, 0.2356410026550293, 0.2356410026550293, 0.27354249358177185, 0.27354249358177185, 0.27337098121643066, 0.27337098121643066, 0.27354249358177185, 0.27354249358177185, 0.29600900411605835, 0.29600900411605835, 0.29600900411605835, 0.29600900411605835, 0.29600900411605835, 0.29600900411605835, 0.29600900411605835, 0.29600900411605835, 0.29600900411605835, 0.29600900411605835, 0.29600900411605835, 0.29600900411605835, 0.29600900411605835, 0.29600900411605835, 0.3090430200099945, 0.3090430200099945, 0.3090430200099945, 0.3090430200099945, 0.3090430200099945, 0.3090430200099945, 0.3220769762992859, 0.3220769762992859, 0.3220769762992859, 0.3220769762992859, 0.5194734930992126, 0.5194734930992126, 0.5110700130462646, 0.5110700130462646, 0.5110700130462646, 0.5110700130462646, 0.5110700130462646, 0.5110700130462646, 0.5108985304832458, 0.5108985304832458, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
1771052067.464099,1,4.237688064575195,6.294220924377441,-4.589192867279053,2117,0,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 0.25896498560905457, 0.25896498560905457, 4.0, 4.0, 0.25896498560905457, 0.25896498560905457, 0.25896498560905457, 0.25896498560905457, 0.25896498560905457, 0.25896498560905457, 0.25896498560905457, 0.25896498560905457, 0.25896498560905457, 0.25896498560905457, 0.25896498560905457, 0.25896498560905457, 0.25896498560905457, 0.25896498560905457, 0.25879350304603577, 0.25879350304603577, 0.25896498560905457, 0.25896498560905457, 0.25896498560905457, 0.25896498560905457, 0.25896498560905457, 0.25896498560905457, 0.25896498560905457, 0.25896498560905457, 0.25896498560905457, 0.25896498560905457, 0.25896498560905457, 0.25896498560905457, 0.25896498560905457, 0.25896498560905457, 0.25896498560905457, 0.25896498560905457, 0.26754000782966614, 0.26754000782966614, 0.2677115201950073, 0.2677115201950073, 0.26754000782966614, 0.26754000782966614, 0.2762865126132965, 0.2762865126132965, 0.2934364974498749, 0.2934364974498749, 0.3376834988594055, 0.3376834988594055, 0.3376834988594055, 0.3376834988594055, 0.3953075110912323, 0.3953075110912323, 0.3953075110912323, 0.3953075110912323, 0.5649210214614868, 0.5649210214614868, 0.5649210214614868, 0.5649210214614868, 0.5649210214614868, 0.5649210214614868, 0.5570319890975952, 0.5570319890975952, 0.5570319890975952, 0.5570319890975952, 0.5570319890975952, 0.5570319890975952, 0.5570319890975952, 0.5570319890975952, 0.5520584583282471, 0.5520584583282471, 0.5520584583282471, 0.5520584583282471, 0.551887035369873, 0.551887035369873, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
1771052114.3013785,1,-1.2140218019485474,12.614166259765625,2.282571315765381,2923,0,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 0.8050209879875183, 0.8050209879875183, 0.7935305237770081, 0.7935305237770081, 0.7684915065765381, 0.7684915065765381, 0.7684915065765381, 0.7684915065765381, 0.8256009817123413, 0.8256009817123413, 0.935018002986908, 0.935018002986908, 0.5419399738311768, 0.5419399738311768, 0.4839729964733124, 0.4839729964733124, 0.40696948766708374, 0.40696948766708374, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
1771052155.2768924,1,-1.2140218019485474,12.614166259765625,-3.2486329078674316,2927,0,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 0.3481449782848358, 0.3481449782848358, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 0.3479735255241394, 0.3479735255241394, 4.0, 4.0, 4.0, 4.0, 0.3507175147533417, 0.3507175147533417, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 0.3507175147533417, 0.3507175147533417, 0.36769598722457886, 0.36769598722457886, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 0.24438749253749847, 0.24438749253749847, 4.0, 4.0, 4.0, 4.0, 0.25313401222229004, 0.25313401222229004, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 0.2704554796218872, 0.2704554796218872, 0.261880487203598, 0.261880487203598, 0.23272550106048584, 0.23272550106048584, 0.23272550106048584, 0.23272550106048584, 0.2617090046405792, 0.2617090046405792, 0.2617090046405792, 0.2617090046405792, 0.261880487203598, 0.261880487203598, 0.23272550106048584, 0.23272550106048584, 0.22415050864219666, 0.22415050864219666, 0.2617090046405792, 0.2617090046405792, 0.22415050864219666, 0.22415050864219666, 0.22397899627685547, 0.22397899627685547, 0.22415050864219666, 0.22415050864219666, 0.22415050864219666, 0.22415050864219666, 0.22415050864219666]"
1771052183.565759,1,-1.2140218019485474,12.614166259765625,3.737098455429077,2927,0,"[0.7287035584449768, 0.7287035584449768, 0.7287035584449768, 0.7287035584449768, 0.7288749814033508, 0.7288749814033508, 0.7251020073890686, 0.7251020073890686, 0.7242445349693298, 0.7242445349693298, 0.7242445349693298, 0.7242445349693298, 0.7242445349693298, 0.7242445349693298, 0.7244159579277039, 0.7244159579277039, 0.5959624648094177, 0.5959624648094177, 0.4973500072956085, 0.4973500072956085, 0.49717849493026733, 0.49717849493026733, 0.49717849493026733, 0.49717849493026733, 0.49700698256492615, 0.49700698256492615, 0.4316655099391937, 0.4316655099391937, 0.4316655099391937, 0.4316655099391937, 0.4316655099391937, 0.4316655099391937, 0.42309051752090454, 0.42309051752090454, 0.41846001148223877, 0.41846001148223877, 0.42309051752090454, 0.42309051752090454, 0.41846001148223877, 0.41846001148223877, 0.4182884991168976, 0.4182884991168976, 0.41846001148223877, 0.41846001148223877, 0.41846001148223877, 0.41846001148223877, 0.41846001148223877, 0.41846001148223877, 0.3767855167388916, 0.3767855167388916, 0.37232649326324463, 0.37232649326324463, 0.37232649326324463, 0.37232649326324463, 0.37232649326324463, 0.37232649326324463, 0.37232649326324463, 0.37232649326324463, 0.35586249828338623, 0.35586249828338623, 0.35586249828338623, 0.35586249828338623, 0.35586249828338623, 0.35586249828338623, 0.3507175147533417, 0.3507175147533417, 0.3507175147533417, 0.3507175147533417, 0.3507175147533417, 0.3507175147533417, 0.3507175147533417, 0.3507175147533417, 0.35088902711868286, 0.35088902711868286, 0.3507175147533417, 0.3507175147533417, 0.3507175147533417, 0.3507175147533417, 0.3507175147533417, 0.3507175147533417, 0.3507175147533417, 0.3507175147533417, 0.3505460023880005, 0.3505460023880005, 0.3507175147533417, 0.3507175147533417, 0.3505460023880005, 0.3505460023880005, 0.3507175147533417, 0.3507175147533417, 0.3507175147533417, 0.3507175147533417, 0.3507175147533417, 0.3507175147533417, 0.3505460023880005, 0.3505460023880005, 0.3507175147533417, 0.3507175147533417, 0.3505460023880005, 0.3505460023880005, 0.3507175147533417, 0.3507175147533417, 0.3507175147533417, 0.3507175147533417, 0.3505460023880005, 0.3505460023880005, 0.3507175147533417, 0.3507175147533417, 0.3507175147533417, 0.3507175147533417, 0.3507175147533417, 0.3507175147533417, 0.3507175147533417, 0.3507175147533417, 0.3630654811859131, 0.3630654811859131, 0.3632369935512543, 0.3632369935512543, 0.3630654811859131, 0.3630654811859131, 0.3630654811859131, 0.3630654811859131, 0.3630654811859131, 0.3630654811859131, 0.3630654811859131, 0.3630654811859131, 0.36769598722457886, 0.36769598722457886, 0.36769598722457886, 0.36769598722457886, 0.36769598722457886, 0.36769598722457886, 0.37232649326324463, 0.37232649326324463, 0.37232649326324463, 0.37232649326324463, 0.29600900411605835, 0.29600900411605835, 0.29600900411605835, 0.29600900411605835, 0.25313401222229004, 0.25313401222229004, 0.25313401222229004, 0.25313401222229004, 0.24438749253749847, 0.24438749253749847, 0.24438749253749847, 0.24438749253749847, 0.24421600997447968, 0.24421600997447968, 0.24438749253749847, 0.24438749253749847, 0.24438749253749847, 0.24438749253749847, 0.25313401222229004, 0.25313401222229004, 0.25296249985694885, 0.25296249985694885, 0.25313401222229004, 0.25313401222229004, 0.25313401222229004, 0.25313401222229004, 0.2617090046405792, 0.2617090046405792, 0.261880487203598, 0.261880487203598, 0.23272550106048584, 0.23272550106048584, 0.22397899627685547, 0.22397899627685547, 0.22397899627685547, 0.22397899627685547, 0.22397899627685547, 0.22397899627685547, 0.22397899627685547, 0.22397899627685547, 0.22415050864219666, 0.22415050864219666, 0.22415050864219666, 0.22415050864219666, 0.22397899627685547]"
1771052310.811609,1,-1.2140218019485474,12.614166259765625,2.959754228591919,3024,0,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.04321800172328949, 0.04321800172328949, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.05882450193166733, 0.05882450193166733, 0.05882450193166733, 0.05882450193166733, 0.05882450193166733, 0.05882450193166733, 0.05865300074219704, 0.05865300074219704, 0.05882450193166733, 0.05882450193166733, 0.05882450193166733, 0.05882450193166733, 0.05882450193166733, 0.05882450193166733, 0.05865300074219704, 0.05865300074219704, 0.05865300074219704, 0.05865300074219704, 0.05882450193166733, 0.05882450193166733, 0.05470849946141243, 0.05470849946141243, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
1771052342.502896,1,-1.2140218019485474,12.614166259765625,-2.5957117080688477,3024,0,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.05882450193166733, 0.05882450193166733, 0.0430464968085289, 0.0430464968085289, 0.05865300074219704, 0.05865300074219704, 0.05865300074219704, 0.05865300074219704, 0.0430464968085289, 0.0430464968085289, 0.05882450193166733, 0.05882450193166733, 0.05882450193166733, 0.05882450193166733, 0.05882450193166733, 0.05882450193166733, 0.05865300074219704, 0.05865300074219704, 0.05865300074219704, 0.05865300074219704, 0.05882450193166733, 0.05882450193166733, 4.0, 4.0, 0.05882450193166733, 0.05882450193166733, 0.05882450193166733, 0.05882450193166733, 0.05882450193166733, 0.05882450193166733, 0.05453700199723244, 0.05453700199723244, 0.05470849946141243, 0.05470849946141243, 0.05470849946141243, 0.05470849946141243, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 0.0430464968085289, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
1771052386.268938,1,-1.2140218019485474,12.614166259765625,0.8100857138633728,3130,0,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 0.733333945274353, 0.733333945274353, 0.7295610308647156, 0.7295610308647156, 0.7295610308647156, 0.7295610308647156, 0.7252734899520874, 0.7252734899520874, 0.7252734899520874, 0.7252734899520874, 0.7251020073890686, 0.7251020073890686, 0.7251020073890686, 0.7251020073890686, 0.7208145260810852, 0.7208145260810852, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 0.7199569940567017, 0.7199569940567017, 0.7199569940567017, 0.7199569940567017, 4.0, 4.0, 4.0, 4.0, 4.0]"
1771052420.756034,1,-1.2140218019485474,12.614166259765625,-4.899325370788574,3130,0,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 0.4956350028514862, 0.4956350028514862, 0.495463490486145, 0.495463490486145, 4.0, 4.0, 0.495463490486145, 0.495463490486145, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 2.9979915618896484, 2.9979915618896484, 1.175289511680603, 1.175289511680603, 1.17100191116333, 1.17100191116333, 3.0019359588623047, 3.0019359588623047, 2.9979915618896484, 2.9979915618896484, 1.1727169752120972, 1.1727169752120972, 3.0019359588623047, 3.0019359588623047, 1.175289511680603, 1.175289511680603, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 0.09861250221729279, 0.09861250221729279, 0.09175249934196472, 0.09175249934196472, 0.09175249934196472, 0.09175249934196472, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 0.7467109560966492, 0.7467109560966492, 0.73779296875, 0.73779296875, 0.7340199947357178, 0.7340199947357178, 0.7297325134277344, 0.7297325134277344, 0.7295610308647156, 0.7295610308647156, 0.7295610308647156, 0.7295610308647156, 0.7252734899520874, 0.7252734899520874, 0.7252734899520874, 0.7252734899520874, 0.7249305248260498, 0.7249305248260498, 0.7252734899520874, 0.7252734899520874, 0.7249305248260498, 0.7249305248260498, 0.720986008644104, 0.720986008644104, 0.7206429839134216, 0.7206429839134216, 0.720986008644104, 0.720986008644104, 0.7208145260810852, 0.7208145260810852, 0.7208145260810852, 0.7208145260810852, 0.7208145260810852, 0.7208145260810852, 0.7206429839134216, 0.7206429839134216, 0.7208145260810852, 0.7208145260810852, 4.0, 4.0, 0.7206429839134216, 0.7206429839134216, 0.7206429839134216, 0.7206429839134216, 0.7206429839134216, 0.7206429839134216, 0.7206429839134216, 0.7206429839134216, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
